,checkout_kiosk,return_kiosk,trip_count,checkout_lat,checkout_long,return_lat,return_long
0,Dean Keeton & Speedway,21st & Speedway @PCL,2851,30.28953,-97.73695,30.283,-97.7375
12,21st & Speedway @PCL,21st & Speedway @PCL,792,30.283,-97.7375,30.283,-97.7375
3,22nd & Pearl,21st & Speedway @PCL,1233,30.2853,-97.7467,30.283,-97.7375
5,23rd & Rio Grande,21st & Speedway @PCL,910,30.28728,-97.74495,30.283,-97.7375
9,Nueces & 26th,21st & Speedway @PCL,820,30.29068,-97.74292,30.283,-97.7375
10,Rio Grande & 28th,21st & Speedway @PCL,816,30.293329999999997,-97.74412,30.283,-97.7375
11,UT West Mall @ Guadalupe,21st & Speedway @PCL,812,30.285759999999996,-97.74181,30.283,-97.7375
15,Guadalupe & 21st,21st & Speedway @PCL,716,30.28395,-97.74198,30.283,-97.7375
18,Dean Keeton & Whitis,21st & Speedway @PCL,618,30.2898,-97.74041,30.283,-97.7375
104,21st & University,21st & Speedway @PCL,144,30.283540000000002,-97.73953,30.283,-97.7375
260,11th & Salina,21st & Speedway @PCL,59,30.266379999999998,-97.7214,30.283,-97.7375
58,23rd & San Jacinto @ DKR Stadium,21st & Speedway @PCL,268,30.2856,-97.7335,30.283,-97.7375
234,Capitol Station / Congress & 11th,21st & Speedway @PCL,66,30.2726,-97.74127,30.283,-97.7375
748,East 11th St. & San Marcos,21st & Speedway @PCL,22,30.269679999999997,-97.73074,30.283,-97.7375
191,17th & Guadalupe,21st & Speedway @PCL,80,30.279740000000004,-97.74254,30.283,-97.7375
789,Rosewood & Angelina,21st & Speedway @PCL,21,30.26888,-97.72431,30.283,-97.7375
29,Dean Keeton & Speedway,21st & University,441,30.28953,-97.73695,30.283540000000002,-97.73953
66,21st & Speedway @PCL,21st & University,241,30.283,-97.7375,30.283540000000002,-97.73953
30,22nd & Pearl,21st & University,430,30.2853,-97.7467,30.283540000000002,-97.73953
38,23rd & Rio Grande,21st & University,330,30.28728,-97.74495,30.283540000000002,-97.73953
75,Nueces & 26th,21st & University,197,30.29068,-97.74292,30.283540000000002,-97.73953
33,Rio Grande & 28th,21st & University,401,30.293329999999997,-97.74412,30.283540000000002,-97.73953
107,UT West Mall @ Guadalupe,21st & University,140,30.285759999999996,-97.74181,30.283540000000002,-97.73953
202,Guadalupe & 21st,21st & University,77,30.28395,-97.74198,30.283540000000002,-97.73953
446,Dean Keeton & Whitis,21st & University,38,30.2898,-97.74041,30.283540000000002,-97.73953
205,21st & University,21st & University,75,30.283540000000002,-97.73953,30.283540000000002,-97.73953
200,23rd & San Jacinto @ DKR Stadium,21st & University,78,30.2856,-97.7335,30.283540000000002,-97.73953
541,3rd & West,21st & University,31,30.2678,-97.75189,30.283540000000002,-97.73953
39,Dean Keeton & Speedway,23rd & San Jacinto @ DKR Stadium,326,30.28953,-97.73695,30.2856,-97.7335
17,21st & Speedway @PCL,23rd & San Jacinto @ DKR Stadium,622,30.283,-97.7375,30.2856,-97.7335
162,22nd & Pearl,23rd & San Jacinto @ DKR Stadium,94,30.2853,-97.7467,30.2856,-97.7335
178,23rd & Rio Grande,23rd & San Jacinto @ DKR Stadium,85,30.28728,-97.74495,30.2856,-97.7335
100,Nueces & 26th,23rd & San Jacinto @ DKR Stadium,150,30.29068,-97.74292,30.2856,-97.7335
101,Rio Grande & 28th,23rd & San Jacinto @ DKR Stadium,148,30.293329999999997,-97.74412,30.2856,-97.7335
135,UT West Mall @ Guadalupe,23rd & San Jacinto @ DKR Stadium,107,30.285759999999996,-97.74181,30.2856,-97.7335
103,Guadalupe & 21st,23rd & San Jacinto @ DKR Stadium,146,30.28395,-97.74198,30.2856,-97.7335
152,Dean Keeton & Whitis,23rd & San Jacinto @ DKR Stadium,100,30.2898,-97.74041,30.2856,-97.7335
96,21st & University,23rd & San Jacinto @ DKR Stadium,153,30.283540000000002,-97.73953,30.2856,-97.7335
77,23rd & San Jacinto @ DKR Stadium,23rd & San Jacinto @ DKR Stadium,190,30.2856,-97.7335,30.2856,-97.7335
538,State Capitol Visitors Garage @ San Jacinto & 12th,23rd & San Jacinto @ DKR Stadium,31,30.273359999999997,-97.73805,30.2856,-97.7335
53,Dean Keeton & Speedway,Rio Grande & 28th,272,30.28953,-97.73695,30.293329999999997,-97.74412
14,21st & Speedway @PCL,Rio Grande & 28th,718,30.283,-97.7375,30.293329999999997,-97.74412
122,22nd & Pearl,Rio Grande & 28th,117,30.2853,-97.7467,30.293329999999997,-97.74412
44,23rd & Rio Grande,Rio Grande & 28th,306,30.28728,-97.74495,30.293329999999997,-97.74412
139,Nueces & 26th,Rio Grande & 28th,105,30.29068,-97.74292,30.293329999999997,-97.74412
61,Rio Grande & 28th,Rio Grande & 28th,257,30.293329999999997,-97.74412,30.293329999999997,-97.74412
64,UT West Mall @ Guadalupe,Rio Grande & 28th,247,30.285759999999996,-97.74181,30.293329999999997,-97.74412
54,Guadalupe & 21st,Rio Grande & 28th,272,30.28395,-97.74198,30.293329999999997,-97.74412
143,Dean Keeton & Whitis,Rio Grande & 28th,103,30.2898,-97.74041,30.293329999999997,-97.74412
36,21st & University,Rio Grande & 28th,341,30.283540000000002,-97.73953,30.293329999999997,-97.74412
251,23rd & San Jacinto @ DKR Stadium,Rio Grande & 28th,61,30.2856,-97.7335,30.293329999999997,-97.74412
667,6th & Congress,Rio Grande & 28th,25,30.26822,-97.74285,30.293329999999997,-97.74412
348,17th & Guadalupe,Rio Grande & 28th,47,30.279740000000004,-97.74254,30.293329999999997,-97.74412
55,Dean Keeton & Speedway,Dean Keeton & Speedway,270,30.28953,-97.73695,30.28953,-97.73695
1,21st & Speedway @PCL,Dean Keeton & Speedway,2794,30.283,-97.7375,30.28953,-97.73695
56,22nd & Pearl,Dean Keeton & Speedway,269,30.2853,-97.7467,30.28953,-97.73695
40,23rd & Rio Grande,Dean Keeton & Speedway,316,30.28728,-97.74495,30.28953,-97.73695
31,Nueces & 26th,Dean Keeton & Speedway,423,30.29068,-97.74292,30.28953,-97.73695
23,Rio Grande & 28th,Dean Keeton & Speedway,515,30.293329999999997,-97.74412,30.28953,-97.73695
79,UT West Mall @ Guadalupe,Dean Keeton & Speedway,181,30.285759999999996,-97.74181,30.28953,-97.73695
43,Guadalupe & 21st,Dean Keeton & Speedway,308,30.28395,-97.74198,30.28953,-97.73695
92,Dean Keeton & Whitis,Dean Keeton & Speedway,159,30.2898,-97.74041,30.28953,-97.73695
34,21st & University,Dean Keeton & Speedway,396,30.283540000000002,-97.73953,30.28953,-97.73695
91,23rd & San Jacinto @ DKR Stadium,Dean Keeton & Speedway,162,30.2856,-97.7335,30.28953,-97.73695
559,Nueces & 3rd,Dean Keeton & Speedway,30,30.26697,-97.74929,30.28953,-97.73695
743,17th & Guadalupe,Dean Keeton & Speedway,22,30.279740000000004,-97.74254,30.28953,-97.73695
59,Dean Keeton & Speedway,Guadalupe & 21st,265,30.28953,-97.73695,30.28395,-97.74198
20,21st & Speedway @PCL,Guadalupe & 21st,534,30.283,-97.7375,30.28395,-97.74198
51,22nd & Pearl,Guadalupe & 21st,281,30.2853,-97.7467,30.28395,-97.74198
78,23rd & Rio Grande,Guadalupe & 21st,184,30.28728,-97.74495,30.28395,-97.74198
65,Nueces & 26th,Guadalupe & 21st,242,30.29068,-97.74292,30.28395,-97.74198
24,Rio Grande & 28th,Guadalupe & 21st,488,30.293329999999997,-97.74412,30.28395,-97.74198
136,UT West Mall @ Guadalupe,Guadalupe & 21st,106,30.285759999999996,-97.74181,30.28395,-97.74198
148,Guadalupe & 21st,Guadalupe & 21st,102,30.28395,-97.74198,30.28395,-97.74198
294,Dean Keeton & Whitis,Guadalupe & 21st,54,30.2898,-97.74041,30.28395,-97.74198
444,21st & University,Guadalupe & 21st,38,30.283540000000002,-97.73953,30.28395,-97.74198
259,23rd & San Jacinto @ DKR Stadium,Guadalupe & 21st,59,30.2856,-97.7335,30.28395,-97.74198
512,3rd & West,Guadalupe & 21st,33,30.2678,-97.75189,30.28395,-97.74198
71,Dean Keeton & Speedway,23rd & Rio Grande,234,30.28953,-97.73695,30.28728,-97.74495
16,21st & Speedway @PCL,23rd & Rio Grande,627,30.283,-97.7375,30.28728,-97.74495
237,22nd & Pearl,23rd & Rio Grande,65,30.2853,-97.7467,30.28728,-97.74495
233,23rd & Rio Grande,23rd & Rio Grande,67,30.28728,-97.74495,30.28728,-97.74495
238,Nueces & 26th,23rd & Rio Grande,65,30.29068,-97.74292,30.28728,-97.74495
57,Rio Grande & 28th,23rd & Rio Grande,269,30.293329999999997,-97.74412,30.28728,-97.74495
173,UT West Mall @ Guadalupe,23rd & Rio Grande,90,30.285759999999996,-97.74181,30.28728,-97.74495
84,Guadalupe & 21st,23rd & Rio Grande,172,30.28395,-97.74198,30.28728,-97.74495
428,Dean Keeton & Whitis,23rd & Rio Grande,40,30.2898,-97.74041,30.28728,-97.74495
60,21st & University,23rd & Rio Grande,261,30.283540000000002,-97.73953,30.28728,-97.74495
350,23rd & San Jacinto @ DKR Stadium,23rd & Rio Grande,46,30.2856,-97.7335,30.28728,-97.74495
74,Dean Keeton & Speedway,Nueces & 26th,216,30.28953,-97.73695,30.29068,-97.74292
19,21st & Speedway @PCL,Nueces & 26th,613,30.283,-97.7375,30.29068,-97.74292
134,22nd & Pearl,Nueces & 26th,108,30.2853,-97.7467,30.29068,-97.74292
183,23rd & Rio Grande,Nueces & 26th,83,30.28728,-97.74495,30.29068,-97.74292
144,Nueces & 26th,Nueces & 26th,103,30.29068,-97.74292,30.29068,-97.74292
230,Rio Grande & 28th,Nueces & 26th,67,30.293329999999997,-97.74412,30.29068,-97.74292
225,UT West Mall @ Guadalupe,Nueces & 26th,68,30.285759999999996,-97.74181,30.29068,-97.74292
86,Guadalupe & 21st,Nueces & 26th,171,30.28395,-97.74198,30.29068,-97.74292
627,Dean Keeton & Whitis,Nueces & 26th,27,30.2898,-97.74041,30.29068,-97.74292
90,21st & University,Nueces & 26th,162,30.283540000000002,-97.73953,30.29068,-97.74292
189,23rd & San Jacinto @ DKR Stadium,Nueces & 26th,80,30.2856,-97.7335,30.29068,-97.74292
80,Dean Keeton & Speedway,22nd & Pearl,178,30.28953,-97.73695,30.2853,-97.7467
8,21st & Speedway @PCL,22nd & Pearl,835,30.283,-97.7375,30.2853,-97.7467
128,22nd & Pearl,22nd & Pearl,114,30.2853,-97.7467,30.2853,-97.7467
364,23rd & Rio Grande,22nd & Pearl,45,30.28728,-97.74495,30.2853,-97.7467
114,Nueces & 26th,22nd & Pearl,133,30.29068,-97.74292,30.2853,-97.7467
95,Rio Grande & 28th,22nd & Pearl,154,30.293329999999997,-97.74412,30.2853,-97.7467
42,UT West Mall @ Guadalupe,22nd & Pearl,310,30.285759999999996,-97.74181,30.2853,-97.7467
48,Guadalupe & 21st,22nd & Pearl,297,30.28395,-97.74198,30.2853,-97.7467
497,Dean Keeton & Whitis,22nd & Pearl,34,30.2898,-97.74041,30.2853,-97.7467
62,21st & University,22nd & Pearl,254,30.283540000000002,-97.73953,30.2853,-97.7467
231,23rd & San Jacinto @ DKR Stadium,22nd & Pearl,67,30.2856,-97.7335,30.2853,-97.7467
85,Dean Keeton & Speedway,UT West Mall @ Guadalupe,172,30.28953,-97.73695,30.285759999999996,-97.74181
21,21st & Speedway @PCL,UT West Mall @ Guadalupe,526,30.283,-97.7375,30.285759999999996,-97.74181
25,22nd & Pearl,UT West Mall @ Guadalupe,477,30.2853,-97.7467,30.285759999999996,-97.74181
137,23rd & Rio Grande,UT West Mall @ Guadalupe,106,30.28728,-97.74495,30.285759999999996,-97.74181
98,Nueces & 26th,UT West Mall @ Guadalupe,152,30.29068,-97.74292,30.285759999999996,-97.74181
37,Rio Grande & 28th,UT West Mall @ Guadalupe,337,30.293329999999997,-97.74412,30.285759999999996,-97.74181
304,UT West Mall @ Guadalupe,UT West Mall @ Guadalupe,53,30.285759999999996,-97.74181,30.285759999999996,-97.74181
228,Guadalupe & 21st,UT West Mall @ Guadalupe,67,30.28395,-97.74198,30.285759999999996,-97.74181
343,Dean Keeton & Whitis,UT West Mall @ Guadalupe,47,30.2898,-97.74041,30.285759999999996,-97.74181
186,21st & University,UT West Mall @ Guadalupe,82,30.283540000000002,-97.73953,30.285759999999996,-97.74181
214,23rd & San Jacinto @ DKR Stadium,UT West Mall @ Guadalupe,73,30.2856,-97.7335,30.285759999999996,-97.74181
516,17th & Guadalupe,UT West Mall @ Guadalupe,32,30.279740000000004,-97.74254,30.285759999999996,-97.74181
155,Dean Keeton & Speedway,Dean Keeton & Whitis,98,30.28953,-97.73695,30.2898,-97.74041
27,21st & Speedway @PCL,Dean Keeton & Whitis,461,30.283,-97.7375,30.2898,-97.74041
190,22nd & Pearl,Dean Keeton & Whitis,80,30.2853,-97.7467,30.2898,-97.74041
328,23rd & Rio Grande,Dean Keeton & Whitis,49,30.28728,-97.74495,30.2898,-97.74041
707,Nueces & 26th,Dean Keeton & Whitis,24,30.29068,-97.74292,30.2898,-97.74041
140,Rio Grande & 28th,Dean Keeton & Whitis,105,30.293329999999997,-97.74412,30.2898,-97.74041
571,UT West Mall @ Guadalupe,Dean Keeton & Whitis,30,30.285759999999996,-97.74181,30.2898,-97.74041
206,Guadalupe & 21st,Dean Keeton & Whitis,75,30.28395,-97.74198,30.2898,-97.74041
473,Dean Keeton & Whitis,Dean Keeton & Whitis,36,30.2898,-97.74041,30.2898,-97.74041
361,21st & University,Dean Keeton & Whitis,45,30.283540000000002,-97.73953,30.2898,-97.74041
519,23rd & San Jacinto @ DKR Stadium,Dean Keeton & Whitis,32,30.2856,-97.7335,30.2898,-97.74041
629,Dean Keeton & Speedway,Nueces & 3rd,27,30.28953,-97.73695,30.26697,-97.74929
711,21st & Speedway @PCL,Nueces & 3rd,23,30.283,-97.7375,30.26697,-97.74929
441,Riverside @ S. Lamar,Nueces & 3rd,39,30.264459999999996,-97.75665,30.26697,-97.74929
360,MoPac Pedestrian Bridge @ Veterans Drive,Nueces & 3rd,45,30.274659999999997,-97.77028,30.26697,-97.74929
224,Rainey St @ Cummings,Nueces & 3rd,68,30.25579,-97.73982,30.26697,-97.74929
429,Guadalupe & 21st,Nueces & 3rd,40,30.28395,-97.74198,30.26697,-97.74929
585,Pfluger Bridge @ W 2nd Street,Nueces & 3rd,29,30.26717,-97.75484,30.26697,-97.74929
573,21st & University,Nueces & 3rd,29,30.283540000000002,-97.73953,30.26697,-97.74929
790,Long Center @ South 1st & Riverside,Nueces & 3rd,21,30.25941,-97.74971,30.26697,-97.74929
714,2nd & Congress,Nueces & 3rd,23,30.26408,-97.74355,30.26697,-97.74929
411,8th & Congress,Nueces & 3rd,41,30.2698,-97.74186,30.26697,-97.74929
239,Plaza Saltillo,Nueces & 3rd,65,30.26217,-97.72743,30.26697,-97.74929
254,Davis at Rainey Street,Nueces & 3rd,60,30.26019,-97.73845,30.26697,-97.74929
281,3rd & West,Nueces & 3rd,55,30.2678,-97.75189,30.26697,-97.74929
299,Convention Center / 3rd & Trinity,Nueces & 3rd,53,30.264259999999997,-97.74023000000001,30.26697,-97.74929
616,Red River/Cesar Chavez @ The Fairmont,Nueces & 3rd,28,30.26212,-97.73815,30.26697,-97.74929
367,4th & Congress,Nueces & 3rd,45,30.266340000000003,-97.74378,30.26697,-97.74929
583,6th & Congress,Nueces & 3rd,29,30.26822,-97.74285,30.26697,-97.74929
164,5th & Bowie,Nueces & 3rd,93,30.2696,-97.75332,30.26697,-97.74929
146,Nueces & 3rd,Nueces & 3rd,102,30.26697,-97.74929,30.26697,-97.74929
424,17th & Guadalupe,Nueces & 3rd,40,30.279740000000004,-97.74254,30.26697,-97.74929
342,Brazos & 6th,Nueces & 3rd,48,30.267540000000004,-97.74154,30.26697,-97.74929
269,East 4th & Chicon,Nueces & 3rd,57,30.259870000000003,-97.72373,30.26697,-97.74929
780,East 6th & Pedernales St.,Nueces & 3rd,21,30.25895,-97.71475,30.26697,-97.74929
614,Convention Center / 4th St. @ MetroRail,Nueces & 3rd,28,30.26483,-97.73899999999999,30.26697,-97.74929
550,13th & San Antonio,Nueces & 3rd,31,30.276159999999997,-97.74488000000001,30.26697,-97.74929
180,21st & Speedway @PCL,Capitol Station / Congress & 11th,83,30.283,-97.7375,30.2726,-97.74127
750,Riverside @ S. Lamar,Capitol Station / Congress & 11th,22,30.264459999999996,-97.75665,30.2726,-97.74127
689,Pfluger Bridge @ W 2nd Street,Capitol Station / Congress & 11th,24,30.26717,-97.75484,30.2726,-97.74127
670,21st & University,Capitol Station / Congress & 11th,25,30.283540000000002,-97.73953,30.2726,-97.74127
776,South Congress & Barton Springs at the Austin American-Statesman,Capitol Station / Congress & 11th,21,30.258390000000002,-97.74592,30.2726,-97.74127
498,2nd & Congress,Capitol Station / Congress & 11th,33,30.26408,-97.74355,30.2726,-97.74127
